날짜,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
20180228,68,44,0.014,0.043,0.7,0.005
20180301,42,31,0.035,0.018,0.5,0.004
20180302,68,27,0.019,0.04,0.6,0.005
20180303,57,27,0.015,0.048,0.6,0.006
20180304,29,21,0.014,0.036,0.6,0.005
20180305,9,5,0.032,0.018,0.4,0.004
20180306,31,18,0.019,0.033,0.5,0.004
20180307,28,16,0.025,0.026,0.4,0.004
20180308,32,26,0.025,0.022,0.5,0.003
20180309,51,37,0.016,0.039,0.7,0.004
20180310,46,33,0.021,0.036,0.6,0.006
20180311,60,40,0.03,0.029,0.5,0.005
20180312,99,64,0.019,0.054,0.8,0.006
20180313,63,38,0.022,0.045,0.7,0.005
20180314,24,12,0.026,0.026,0.4,0.005
20180315,22,15,0.014,0.029,0.4,0.004
20180316,14,6,0.032,0.018,0.3,0.003
20180317,32,20,0.021,0.032,0.5,0.004
20180318,62,46,0.016,0.045,0.6,0.005
20180319,30,22,0.028,0.023,0.4,0.003
20180320,19,8,0.038,0.013,0.3,0.003
20180321,14,7,0.03,0.02,0.3,0.003
20180322,43,27,0.026,0.031,0.5,0.004
20180323,67,50,0.028,0.042,0.6,0.006
20180324,113,86,0.032,0.045,0.8,0.007
20180325,121,99,0.038,0.035,0.8,0.005
20180326,106,71,0.025,0.05,0.8,0.006
20180327,95,61,0.031,0.048,0.8,0.007
20180328,55,37,0.032,0.031,0.6,0.006
20180329,63,43,0.025,0.035,0.5,0.005
20180330,65,37,0.028,0.035,0.5,0.004
20180331,58,30,0.032,0.033,0.5,0.005
20180401,72,35,0.028,0.028,0.5,0.005
20180402,71,28,0.028,0.027,0.4,0.005
20180403,69,21,0.021,0.026,0.4,0.005
20180404,13,7,0.027,0.018,0.4,0.003
20180405,7,4,0.021,0.022,0.4,0.003
20180406,121,27,0.028,0.019,0.4,0.003
20180407,50,22,0.037,0.013,0.4,0.003
20180408,27,15,0.031,0.021,0.4,0.004
20180409,40,26,0.014,0.042,0.6,0.004
20180410,45,20,0.028,0.03,0.5,0.004
20180411,63,24,0.033,0.024,0.4,0.004
20180412,46,15,0.028,0.03,0.4,0.005
20180413,35,14,0.026,0.034,0.5,0.004
20180414,21,12,0.034,0.019,0.4,0.003
20180415,74,21,0.032,0.018,0.5,0.004
20180416,38,23,0.028,0.03,0.5,0.004
20180417,60,30,0.028,0.042,0.6,0.004
20180418,71,34,0.031,0.043,0.5,0.005
20180419,81,40,0.038,0.046,0.6,0.006
20180420,104,55,0.036,0.06,0.7,0.007
20180421,72,40,0.027,0.051,0.6,0.006
20180422,38,21,0.027,0.028,0.4,0.004
20180423,9,6,0.04,0.016,0.3,0.003
20180424,9,5,0.035,0.018,0.3,0.003
20180425,35,24,0.025,0.037,0.5,0.004
20180426,44,30,0.031,0.038,0.6,0.004
20180427,57,40,0.035,0.04,0.5,0.006
20180428,59,38,0.034,0.036,0.5,0.005
20180429,55,32,0.049,0.031,0.6,0.005
20180430,79,56,0.044,0.032,0.6,0.006
20180501,60,46,0.035,0.024,0.5,0.004
20180502,44,35,0.022,0.026,0.5,0.003
20180503,30,14,0.035,0.019,0.4,0.003
20180504,44,17,0.044,0.022,0.4,0.004
20180505,40,19,0.056,0.02,0.4,0.005
20180506,14,9,0.04,0.015,0.4,0.003
20180507,37,19,0.027,0.029,0.5,0.004
20180508,18,7,0.042,0.013,0.3,0.003
20180509,22,8,0.038,0.019,0.4,0.003
20180510,42,24,0.036,0.028,0.5,0.004
20180511,59,39,0.041,0.032,0.5,0.004
20180512,30,20,0.019,0.039,0.5,0.004
20180513,23,17,0.028,0.02,0.4,0.003
20180514,73,55,0.033,0.033,0.7,0.004
20180515,73,52,0.033,0.042,0.7,0.005
20180516,33,23,0.009,0.026,0.4,0.003
20180517,14,9,0.01,0.027,0.4,0.003
20180518,12,5,0.014,0.019,0.4,0.003
20180519,11,4,0.033,0.014,0.3,0.003
20180520,11,5,0.035,0.015,0.3,0.003
20180521,19,10,0.035,0.022,0.3,0.003
20180522,36,23,0.026,0.028,0.5,0.004
20180523,48,11,0.039,0.017,0.4,0.003
20180524,97,25,0.042,0.028,0.5,0.005
20180525,93,34,0.045,0.035,0.5,0.005
20180526,81,38,0.054,0.039,0.6,0.004
20180527,65,28,0.046,0.027,0.5,0.005
20180528,50,26,0.042,0.032,0.5,0.005
20180529,41,26,0.035,0.024,0.4,0.005
20180530,43,26,0.03,0.023,0.4,0.004
20180531,42,24,0.035,0.025,0.4,0.004
20180601,42,23,0.036,0.036,0.5,0.004
20180602,40,23,0.037,0.034,0.5,0.006
20180603,32,21,0.04,0.028,0.4,0.004
20180604,41,26,0.029,0.033,0.5,0.005
20180605,44,31,0.041,0.024,0.4,0.005
20180606,48,35,0.034,0.024,0.4,0.005
20180607,47,33,0.027,0.03,0.4,0.004
20180608,35,23,0.033,0.018,0.4,0.003
20180609,39,25,0.037,0.02,0.4,0.003
20180610,9,5,0.034,0.01,0.3,0.003
20180611,10,5,0.023,0.016,0.3,0.003
20180612,15,8,0.024,0.017,0.3,0.003
20180613,29,19,0.032,0.023,0.4,0.004
20180614,30,21,0.028,0.021,0.4,0.004
20180615,15,7,0.03,0.013,0.3,0.003
20180616,22,12,0.037,0.017,0.3,0.003
20180617,52,35,0.039,0.024,0.5,0.004
20180618,45,30,0.038,0.03,0.5,0.004
20180619,40,28,0.029,0.031,0.5,0.006
20180620,43,30,0.037,0.017,0.4,0.004
20180621,39,25,0.041,0.019,0.4,0.004
20180622,42,27,0.04,0.031,0.5,0.004
20180623,39,24,0.043,0.026,0.5,0.006
20180624,58,38,0.056,0.016,0.5,0.005
20180625,59,37,0.052,0.034,0.5,0.005
20180626,49,35,0.034,0.025,0.5,0.005
20180627,27,20,0.037,0.021,0.5,0.004
20180628,22,15,0.022,0.026,0.5,0.004
20180629,38,27,0.038,0.026,0.5,0.004
20180630,50,35,0.023,0.03,0.6,0.004
20180701,11,6,0.017,0.018,0.4,0.003
20180702,10,6,0.021,0.024,0.4,0.003
20180703,13,8,0.014,0.017,0.4,0.003
20180704,22,13,0.021,0.02,0.4,0.004
20180705,20,14,0.019,0.017,0.4,0.004
20180706,7,3,0.02,0.01,0.3,0.003
20180707,9,4,0.027,0.011,0.3,0.003
20180708,12,6,0.031,0.011,0.3,0.003
20180709,10,5,0.01,0.015,0.3,0.003
20180710,23,12,0.006,0.024,0.5,0.003
20180711,31,18,0.008,0.019,0.4,0.004
20180712,27,15,0.008,0.016,0.4,0.004
20180713,21,13,0.013,0.017,0.3,0.005
20180714,20,13,0.016,0.016,0.3,0.005
20180715,22,16,0.024,0.014,0.3,0.005
20180716,26,17,0.021,0.02,0.3,0.006
20180717,30,22,0.016,0.019,0.3,0.006
20180718,35,26,0.02,0.021,0.4,0.005
20180719,30,21,0.023,0.019,0.3,0.004
20180720,36,24,0.033,0.026,0.4,0.005
20180721,37,26,0.041,0.027,0.4,0.006
20180722,29,20,0.04,0.019,0.4,0.004
20180723,31,20,0.034,0.02,0.4,0.006
20180724,42,28,0.052,0.025,0.4,0.005
20180725,32,21,0.027,0.017,0.4,0.005
20180726,41,27,0.028,0.022,0.4,0.005
20180727,48,33,0.033,0.022,0.4,0.004
20180728,39,27,0.021,0.028,0.4,0.004
20180729,18,12,0.025,0.012,0.3,0.003
20180730,10,6,0.026,0.013,0.3,0.003
20180731,18,10,0.04,0.016,0.3,0.003
20180801,34,20,0.047,0.022,0.4,0.003
20180802,40,27,0.058,0.023,0.5,0.004
20180803,44,32,0.055,0.022,0.5,0.004
20180804,27,18,0.034,0.014,0.3,0.004
20180805,27,17,0.028,0.009,0.3,0.003
20180806,31,20,0.026,0.019,0.4,0.003
20180807,20,12,0.031,0.018,0.4,0.004
20180808,26,17,0.024,0.015,0.3,0.004
20180809,24,17,0.02,0.02,0.4,0.004
20180810,16,9,0.027,0.016,0.4,0.003
20180811,10,6,0.033,0.014,0.3,0.003
20180812,15,10,0.036,0.013,0.3,0.003
20180813,31,22,0.027,0.018,0.4,0.004
20180814,27,17,0.027,0.021,0.4,0.004
20180815,28,19,0.036,0.018,0.4,0.004
20180816,16,8,0.025,0.012,0.3,0.003
20180817,13,5,0.03,0.012,0.3,0.003
20180818,16,7,0.035,0.014,0.3,0.003
20180819,23,13,0.045,0.017,0.3,0.004
20180820,36,21,0.041,0.021,0.4,0.004
20180821,22,12,0.029,0.019,0.4,0.004
20180822,24,14,0.03,0.02,0.4,0.004
20180823,13,6,0.014,0.012,0.3,0.003
20180824,9,4,0.02,0.013,0.3,0.003
20180825,23,12,0.038,0.015,0.4,0.004
20180826,17,10,0.031,0.016,0.4,0.003
20180827,10,5,0.018,0.021,0.4,0.003
20180828,10,5,0.007,0.02,0.4,0.003
20180829,13,7,0.008,0.016,0.3,0.003
20180830,27,17,0.025,0.021,0.4,0.004
20180831,24,14,0.031,0.022,0.4,0.004
20180901,19,9,0.025,0.017,0.4,0.003
20180902,13,6,0.034,0.012,0.3,0.003
20180903,15,8,0.017,0.022,0.4,0.003
20180904,17,8,0.028,0.015,0.3,0.003
20180905,27,10,0.041,0.017,0.4,0.004
20180906,34,18,0.041,0.024,0.5,0.004
20180907,25,12,0.041,0.015,0.4,0.004
20180908,24,10,0.028,0.019,0.4,0.004
20180909,21,10,0.031,0.016,0.4,0.003
20180910,12,5,0.03,0.013,0.3,0.003
20180911,13,5,0.027,0.015,0.3,0.003
20180912,16,7,0.03,0.02,0.3,0.003
20180913,19,9,0.019,0.025,0.4,0.003
20180914,18,9,0.017,0.022,0.4,0.003
20180915,13,7,0.017,0.023,0.4,0.003
20180916,37,25,0.028,0.018,0.5,0.004
20180917,28,15,0.032,0.019,0.4,0.003
20180918,36,17,0.023,0.031,0.5,0.004
20180919,39,19,0.021,0.035,0.5,0.004
20180920,15,9,0.027,0.019,0.4,0.003
20180921,8,4,0.021,0.02,0.4,0.003
20180922,31,11,0.026,0.023,0.4,0.004
20180923,29,10,0.03,0.018,0.4,0.004
20180924,14,6,0.028,0.011,0.3,0.003
20180925,14,7,0.024,0.012,0.3,0.003
20180926,8,4,0.029,0.01,0.3,0.003
20180927,9,4,0.026,0.015,0.3,0.003
20180928,14,6,0.017,0.022,0.3,0.003
20180929,16,8,0.019,0.023,0.4,0.003
20180930,20,10,0.024,0.017,0.4,0.003
20181001,17,8,0.028,0.012,0.3,0.003
20181002,25,13,0.022,0.023,0.4,0.004
20181003,27,15,0.019,0.029,0.5,0.004
20181004,20,11,0.022,0.024,0.4,0.003
20181005,10,5,0.023,0.019,0.3,0.003
20181006,6,3,0.027,0.014,0.3,0.003
20181007,26,10,0.023,0.017,0.4,0.004
20181008,22,8,0.016,0.028,0.4,0.004
20181009,25,11,0.012,0.03,0.5,0.004
20181010,18,10,0.023,0.014,0.4,0.003
20181011,17,7,0.018,0.017,0.4,0.003
20181012,24,12,0.013,0.029,0.5,0.004
20181013,34,21,0.012,0.038,0.5,0.004
20181014,34,22,0.024,0.03,0.5,0.004
20181015,60,37,0.027,0.036,0.7,0.004
20181016,48,26,0.017,0.036,0.6,0.004
20181017,34,16,0.015,0.035,0.5,0.004
20181018,15,7,0.014,0.024,0.4,0.004
20181019,19,9,0.017,0.027,0.4,0.004
20181020,39,20,0.013,0.041,0.6,0.004
20181021,37,22,0.02,0.039,0.6,0.004
20181022,52,33,0.015,0.052,0.7,0.005
20181023,51,30,0.015,0.045,0.7,0.005
20181024,40,18,0.015,0.035,0.6,0.004
20181025,39,19,0.01,0.045,0.7,0.004
20181026,35,19,0.014,0.038,0.5,0.004
20181027,26,6,0.024,0.014,0.3,0.004
20181028,14,8,0.016,0.025,0.4,0.004
20181029,17,7,0.016,0.021,0.4,0.004
20181030,21,10,0.015,0.02,0.4,0.004
20181031,22,12,0.016,0.024,0.5,0.004
20181101,34,19,0.01,0.039,0.7,0.004
20181102,43,26,0.008,0.051,0.8,0.005
20181103,53,35,0.01,0.055,0.8,0.005
20181104,44,30,0.018,0.042,0.7,0.004
20181105,59,39,0.01,0.05,0.8,0.005
20181106,102,71,0.005,0.063,1,0.005
20181107,62,45,0.009,0.039,0.7,0.004
20181108,9,5,0.014,0.026,0.4,0.004
20181109,41,24,0.029,0.022,0.5,0.005
20181110,72,46,0.02,0.035,0.7,0.005
20181111,66,41,0.01,0.035,0.7,0.005
20181112,32,17,0.013,0.035,0.6,0.005
20181113,41,24,0.01,0.041,0.7,0.005
20181114,35,22,0.01,0.041,0.6,0.005
20181115,49,33,0.007,0.052,0.7,0.005
20181116,55,39,0.013,0.041,0.8,0.005
20181117,31,17,0.011,0.031,0.6,0.004
20181118,36,22,0.011,0.034,0.7,0.005
20181119,56,31,0.01,0.041,0.8,0.005
20181120,45,18,0.012,0.04,0.6,0.005
20181121,34,17,0.011,0.036,0.5,0.004
20181122,21,9,0.021,0.021,0.4,0.004
20181123,23,11,0.012,0.033,0.5,0.004
20181124,22,15,0.01,0.033,0.5,0.004
20181125,46,34,0.007,0.04,0.8,0.004
20181126,62,42,0.006,0.045,0.9,0.005
20181127,124,52,0.007,0.044,0.9,0.005
20181128,118,21,0.014,0.03,0.5,0.005
20181129,75,21,0.004,0.042,0.6,0.005
20181130,61,22,0.007,0.041,0.6,0.005
20181201,46,23,0.005,0.049,0.7,0.005
20181202,48,24,0.007,0.041,0.7,0.005
20181203,42,22,0.007,0.04,0.7,0.004
20181204,34,16,0.014,0.022,0.5,0.004
20181205,28,11,0.012,0.025,0.4,0.004
20181206,38,17,0.013,0.026,0.5,0.004
20181207,21,8,0.024,0.013,0.3,0.004
20181208,23,8,0.022,0.014,0.4,0.004
20181209,22,10,0.018,0.021,0.5,0.005
20181210,35,18,0.007,0.043,0.7,0.005
20181211,42,23,0.005,0.044,0.7,0.005
20181212,44,22,0.017,0.027,0.5,0.005
20181213,39,23,0.015,0.031,0.6,0.005
20181214,33,18,0.011,0.032,0.5,0.005
20181215,56,38,0.004,0.049,0.9,0.005
20181216,54,40,0.003,0.049,0.9,0.005
20181217,74,48,0.011,0.037,0.8,0.006
20181218,46,26,0.008,0.046,0.8,0.005
20181219,52,31,0.008,0.048,0.8,0.006
20181220,59,37,0.005,0.054,0.9,0.006
20181221,78,50,0.003,0.06,1,0.007
20181222,88,63,0.009,0.054,1,0.007
20181223,52,28,0.022,0.021,0.6,0.005
20181224,23,12,0.014,0.029,0.5,0.005
20181225,34,22,0.004,0.045,0.7,0.005
20181226,50,25,0.016,0.025,0.6,0.005
20181227,27,8,0.022,0.014,0.4,0.004
20181228,35,13,0.015,0.021,0.5,0.004
20181229,37,9,0.021,0.017,0.4,0.004
20181230,32,17,0.012,0.029,0.6,0.005
20181231,46,29,0.007,0.043,0.8,0.005
20190101,38,25,0.016,0.03,0.7,0.004
20190102,34,22,0.012,0.036,0.7,0.005
20190103,39,24,0.007,0.045,0.8,0.005
20190104,60,42,0.004,0.059,1.1,0.006
20190105,63,40,0.017,0.029,0.6,0.005
20190106,49,23,0.01,0.037,0.6,0.005
20190107,57,37,0.008,0.049,0.9,0.006
20190108,41,18,0.02,0.024,0.5,0.005
20190109,51,22,0.008,0.036,0.7,0.005
20190110,58,34,0.004,0.047,0.7,0.005
20190111,80,57,0.005,0.053,1,0.006
20190112,96,69,0.009,0.053,1,0.006
20190113,115,83,0.013,0.049,1.1,0.006
20190114,166,129,0.005,0.064,1.4,0.006
20190115,134,81,0.019,0.028,0.9,0.005
20190116,46,17,0.015,0.026,0.5,0.004
20190117,43,22,0.012,0.036,0.7,0.005
20190118,61,39,0.008,0.051,0.9,0.006
20190119,96,67,0.008,0.054,1,0.006
20190120,66,33,0.024,0.018,0.6,0.005
20190121,45,21,0.009,0.039,0.7,0.005
20190122,67,33,0.009,0.046,1,0.005
20190123,74,44,0.015,0.039,0.9,0.005
20190124,41,21,0.01,0.041,0.6,0.005
20190125,51,21,0.018,0.03,0.6,0.005
20190126,43,20,0.022,0.02,0.5,0.005
20190127,36,20,0.015,0.033,0.6,0.005
20190128,85,24,0.023,0.021,0.5,0.005
20190129,67,23,0.008,0.043,0.7,0.005
20190130,63,33,0.008,0.051,0.8,0.006
20190131,72,21,0.017,0.023,0.5,0.005
20190201,39,18,0.013,0.033,0.6,0.004
20190202,59,36,0.008,0.043,0.7,0.004
20190203,39,30,0.017,0.029,0.7,0.004
20190204,72,36,0.025,0.02,0.5,0.004
20190205,85,28,0.013,0.041,0.7,0.005
20190206,96,35,0.015,0.043,0.8,0.005
20190207,61,32,0.027,0.016,0.5,0.004
20190208,32,17,0.017,0.026,0.5,0.004
20190209,36,17,0.024,0.018,0.5,0.004
20190210,42,23,0.018,0.025,0.5,0.005
20190211,39,23,0.021,0.026,0.6,0.005
20190212,59,38,0.022,0.032,0.7,0.006
20190213,39,20,0.022,0.027,0.5,0.005
20190214,53,27,0.012,0.043,0.7,0.005
20190215,39,28,0.015,0.039,0.6,0.004
20190216,59,48,0.029,0.02,0.7,0.005
20190217,36,25,0.023,0.028,0.6,0.005
20190218,42,27,0.007,0.05,0.7,0.005
20190219,43,34,0.009,0.042,0.7,0.004
20190220,62,51,0.023,0.032,0.7,0.004
20190221,77,62,0.014,0.047,1,0.005
20190222,73,55,0.012,0.053,1,0.006
20190223,56,39,0.015,0.049,0.9,0.005
20190224,65,51,0.022,0.046,0.8,0.006
20190225,82,59,0.022,0.038,0.7,0.005
20190226,53,28,0.016,0.043,0.7,0.005
20190227,71,45,0.015,0.053,0.7,0.007
20190228,90,60,0.021,0.052,0.8,0.006
20190301,120,84,0.028,0.049,1,0.006
20190302,121,85,0.023,0.056,1,0.006
20190303,110,77,0.03,0.046,0.9,0.005
20190304,169,117,0.03,0.05,1,0.006
20190305,186,135,0.035,0.036,0.9,0.006
20190306,141,101,0.028,0.044,0.9,0.006
20190307,57,39,0.03,0.029,0.7,0.004
20190308,47,26,0.02,0.04,0.6,0.005
20190309,45,29,0.012,0.053,0.7,0.006
20190310,52,34,0.024,0.035,0.6,0.005
20190311,71,46,0.02,0.04,0.7,0.005
20190312,83,49,0.03,0.026,0.6,0.004
20190313,42,11,0.03,0.02,0.4,0.004
20190314,42,20,0.026,0.03,0.5,0.004
20190315,56,32,0.025,0.031,0.5,0.004
20190316,41,28,0.024,0.026,0.5,0.004
20190317,37,23,0.027,0.025,0.5,0.004
20190318,39,23,0.014,0.046,0.6,0.006
20190319,67,42,0.016,0.053,0.8,0.006
20190320,94,68,0.017,0.05,0.8,0.005
20190321,34,26,0.033,0.022,0.5,0.003
20190322,36,19,0.034,0.015,0.4,0.003
20190323,24,15,0.029,0.023,0.4,0.004
20190324,27,13,0.033,0.02,0.4,0.004
20190325,47,28,0.034,0.03,0.5,0.004
20190326,58,34,0.031,0.033,0.5,0.004
20190327,94,60,0.048,0.027,0.6,0.005
20190328,81,49,0.034,0.027,0.5,0.004
20190329,39,19,0.037,0.023,0.4,0.004
20190330,35,24,0.037,0.018,0.4,0.003
20190331,42,26,0.037,0.013,0.4,0.003
