날짜,공휴일,날씨,어른,청소년,어린이,외국인,단체,총입장객수,연,월,일,요일
2018-06-25,X,구름 많음,1116,20.0,44,94,170,2284,2018,6,25,월
2018-06-26,X,눈/비,11753,769.0,1038,5,12927,13766,2018,6,26,화
2018-06-27,X,구름 많음,872,15.0,57,38,72,1986,2018,6,27,수
2018-06-28,X,구름 많음,703,14.0,47,20,254,1969,2018,6,28,목
2018-06-29,X,구름 많음,1013,5884.0,175,30,6067,8100,2018,6,29,금
2018-06-30,O,눈/비,1709,61.0,228,41,30,3604,2018,6,30,토
2018-07-01,O,눈/비,98,2.0,14,4,0,411,2018,7,1,일
2018-07-02,X,눈/비,101,1.0,3,15,0,334,2018,7,2,월
2018-07-03,X,구름 많음,747,32.0,47,35,73,1777,2018,7,3,화
2018-07-04,X,구름 많음,620,24.0,35,47,36,1568,2018,7,4,수
2018-07-05,X,눈/비,494,35.0,27,53,0,1283,2018,7,5,목
2018-07-06,X,구름 많음,1072,58.0,91,51,132,2418,2018,7,6,금
2018-07-07,O,구름 많음,7308,165.0,840,68,99,11179,2018,7,7,토
2018-07-08,O,흐림,8061,191.0,1057,106,35,12207,2018,7,8,일
2018-07-09,X,눈/비,164,5.0,14,21,0,574,2018,7,9,월
2018-07-10,X,흐림,659,66.0,47,32,63,1614,2018,7,10,화
2018-07-11,X,구름 많음,589,36.0,55,35,31,1407,2018,7,11,수
2018-07-12,X,구름 조금,1138,38.0,489,42,925,2517,2018,7,12,목
2018-07-13,X,구름 많음,570,52.0,42,24,84,1356,2018,7,13,금
2018-07-14,O,구름 조금,2269,91.0,278,125,0,3918,2018,7,14,토
2018-07-15,O,구름 조금,1692,121.0,190,38,67,3031,2018,7,15,일
2018-07-16,X,맑음,330,7.0,27,42,0,852,2018,7,16,월
2018-07-17,X,맑음,309,226.0,30,40,213,1139,2018,7,17,화
2018-07-18,X,맑음,10322,3296.0,527,43,10866,14697,2018,7,18,수
2018-07-19,X,맑음,275,42.0,29,58,0,899,2018,7,19,목
2018-07-20,X,맑음,237,100.0,38,25,63,756,2018,7,20,금
2018-07-21,O,맑음,660,27.0,60,40,32,1537,2018,7,21,토
2018-07-22,O,구름 조금,597,37.0,56,129,0,1228,2018,7,22,일
2018-07-23,X,463,226,463.0,37,14,0,605,2018,7,23,월
2018-07-24,X,463,168,56.0,23,26,33,516,2018,7,24,화
2018-07-25,X,463,187,59.0,22,12,30,651,2018,7,25,수
2018-07-26,X,463,257,41.0,42,21,0,712,2018,7,26,목
2018-07-27,X,구름 많음,220,1181.0,37,52,1157,1830,2018,7,27,금
2018-07-28,O,눈/비,602,21.0,80,63,70,1410,2018,7,28,토
2018-07-29,O,구름 조금,983,46.0,128,79,0,1620,2018,7,29,일
2018-07-30,X,구름 많음,478,46.0,57,15,0,937,2018,7,30,월
2018-07-31,X,구름 조금,399,45.0,63,58,0,1320,2018,7,31,화
2018-08-01,X,맑음,253,30.0,34,13,0,607,2018,8,1,수
2018-08-02,X,구름 조금,346,39.0,39,64,0,792,2018,8,2,목
2018-08-03,X,구름 조금,474,22.0,28,113,0,701,2018,8,3,금
2018-08-04,O,구름 조금,837,35.0,103,137,0,1558,2018,8,4,토
2018-08-05,O,구름 많음,930,38.0,120,27,0,1690,2018,8,5,일
2018-08-06,X,구름 많음,399,29.0,69,37,0,815,2018,8,6,월
2018-08-07,X,구름 많음,329,48.0,82,54,0,816,2018,8,7,화
2018-08-08,X,구름 많음,288,67.0,65,33,47,720,2018,8,8,수
2018-08-09,X,눈/비,329,61.0,286,15,258,1072,2018,8,9,목
2018-08-10,X,눈/비,315,51.0,66,37,0,725,2018,8,10,금
2018-08-11,O,구름 조금,1212,50.0,159,57,0,2070,2018,8,11,토
2018-08-12,O,구름 많음,2133,95.0,181,67,710,3107,2018,8,12,일
2018-08-13,X,구름 많음,385,34.0,113,32,30,865,2018,8,13,월
2018-08-14,X,구름 많음,283,264.0,52,5,33,943,2018,8,14,화
2018-08-15,O,구름 많음,1006,66.0,155,36,0,1790,2018,8,15,수
2018-08-16,X,구름 조금,292,17.0,74,13,0,755,2018,8,16,목
2018-08-17,X,맑음,668,379.0,102,19,361,1690,2018,8,17,금
2018-08-18,O,구름 조금,4947,110.0,618,86,31,7856,2018,8,18,토
2018-08-19,O,구름 많음,4939,109.0,565,131,0,7320,2018,8,19,일
2018-08-20,X,구름 많음,657,27.0,110,30,0,1315,2018,8,20,월
2018-08-21,X,구름 많음,537,23.0,93,29,0,1185,2018,8,21,화
2018-08-22,X,구름 조금,704,15.0,301,24,432,1501,2018,8,22,수
2018-08-23,X,눈/비,202,2.0,23,36,0,520,2018,8,23,목
2018-08-24,X,눈/비,212,11.0,34,23,0,480,2018,8,24,금
2018-08-25,O,구름 많음,6644,114.0,830,51,37,10258,2018,8,25,토
2018-08-26,O,눈/비,3161,64.0,458,83,0,5426,2018,8,26,일
2018-08-27,X,눈/비,218,5.0,15,22,0,549,2018,8,27,월
2018-08-28,X,눈/비,75,5.0,6,10,61,644,2018,8,28,화
2018-08-29,X,눈/비,3408,215.0,340,20,3713,4342,2018,8,29,수
2018-08-30,X,구름 많음,518,5.0,38,30,0,1066,2018,8,30,목
2018-08-31,X,구름 많음,1114,58.0,79,8,38,2373,2018,8,31,금
2018-09-01,O,구름 조금,8969,132.0,1205,86,31,15182,2018,9,1,토
2018-09-02,O,구름 많음,10619,177.0,1487,61,0,15541,2018,9,2,일
2018-09-03,X,눈/비,173,1.0,9,19,51,684,2018,9,3,월
2018-09-04,X,구름 조금,1013,16.0,93,21,151,2211,2018,9,4,화
2018-09-05,X,맑음,1308,360.0,48,45,352,2910,2018,9,5,수
2018-09-06,X,구름 많음,1143,10.0,68,27,140,2383,2018,9,6,목
2018-09-07,X,구름 조금,1469,537.0,62,45,825,3470,2018,9,7,금
2018-09-08,O,맑음,14447,190.0,2417,63,965,22103,2018,9,8,토
2018-09-09,O,구름 조금,14333,222.0,2198,150,44,23202,2018,9,9,일
2018-09-10,X,구름 조금,1567,450.0,216,29,662,3329,2018,9,10,월
2018-09-11,X,구름 많음,1443,19.0,174,29,536,3546,2018,9,11,화
2018-09-12,X,구름 조금,1315,5.0,350,24,500,3032,2018,9,12,수
2018-09-13,X,구름 많음,1366,9.0,45,42,321,3182,2018,9,13,목
2018-09-14,X,흐림,1189,108.0,183,49,793,3111,2018,9,14,금
2018-09-15,O,흐림,6047,156.0,881,18,995,10686,2018,9,15,토
2018-09-16,O,흐림,5751,156.0,831,41,121,9048,2018,9,16,일
2018-09-17,X,맑음,1593,11.0,63,38,69,3011,2018,9,17,월
2018-09-18,X,구름 많음,1299,12.0,428,44,654,3310,2018,9,18,화
2018-09-19,X,구름 많음,4747,329.0,770,32,5044,7333,2018,9,19,수
2018-09-20,X,흐림,449,1.0,725,8,1028,1696,2018,9,20,목
2018-09-21,X,흐림,296,12.0,19,6,30,741,2018,9,21,금
2018-09-22,O,맑음,9398,193.0,1194,120,0,14301,2018,9,22,토
2018-09-23,O,구름 많음,8765,201.0,1095,367,0,13065,2018,9,23,일
2018-09-24,O,맑음,13551,413.0,1601,15,32,19661,2018,9,24,월
2018-09-25,O,맑음,19727,475.0,2861,296,0,29558,2018,9,25,화
2018-09-26,O,구름 조금,13346,308.0,2009,109,38,21131,2018,9,26,수
2018-09-27,X,463,2444,429.0,490,35,731,5153,2018,9,27,목
2018-09-28,X,463,1901,158.0,1572,24,2060,5910,2018,9,28,금
2018-09-29,O,463,13378,199.0,2015,170,256,22289,2018,9,29,토
2018-09-30,O,463,12985,175.0,1898,83,306,19868,2018,9,30,일
2018-10-01,X,구름 많음,1364,20.0,134,21,593,3207,2018,10,1,월
2018-10-02,X,맑음,1680,138.0,210,27,1321,4863,2018,10,2,화
2018-10-03,O,맑음,17506,245.0,2908,164,138,27449,2018,10,3,수
2018-10-04,X,구름 조금,1614,17.0,229,31,883,4159,2018,10,4,목
2018-10-05,X,눈/비,273,444.0,218,6,914,1426,2018,10,5,금
2018-10-06,O,눈/비,800,24.0,89,14,55,1355,2018,10,6,토
2018-10-07,O,구름 조금,13477,301.0,2379,117,66,22060,2018,10,7,일
2018-10-08,X,구름 조금,5534,731.0,1649,53,1062,11611,2018,10,8,월
2018-10-09,O,구름 많음,16005,388.0,2989,30,320,27514,2018,10,9,화
2018-10-10,X,구름 조금,1021,542.0,189,6,1019,3384,2018,10,10,수
2018-10-11,X,구름 조금,1541,229.0,494,27,2031,5071,2018,10,11,목
2018-10-12,X,맑음,1819,2194.0,770,40,3996,8295,2018,10,12,금
2018-10-13,O,맑음,10338,209.0,1492,36,1106,16641,2018,10,13,토
2018-10-14,O,구름 많음,10960,237.0,1831,62,52,17762,2018,10,14,일
2018-10-15,X,맑음,3839,250.0,2016,37,4767,7580,2018,10,15,월
2018-10-16,X,구름 많음,1311,709.0,577,28,1588,4861,2018,10,16,화
2018-10-17,X,맑음,1687,222.0,845,53,1778,5903,2018,10,17,수
2018-10-18,X,눈/비,1799,123.0,764,23,1359,5146,2018,10,18,목
2018-10-19,X,463,4349,2925.0,992,14,4282,11385,2018,10,19,금
2018-10-20,O,463,14068,305.0,2285,76,2527,22515,2018,10,20,토
2018-10-21,O,463,13338,361.0,2162,139,118,21366,2018,10,21,일
2018-10-22,X,463,2041,128.0,96,65,331,4455,2018,10,22,월
2018-10-23,X,눈/비,733,214.0,403,2,692,2405,2018,10,23,화
2018-10-24,X,맑음,2077,32.0,584,26,1102,5240,2018,10,24,수
2018-10-25,X,구름 조금,2549,202.0,645,10,1475,6662,2018,10,25,목
2018-10-26,X,눈/비,10467,1122.0,2095,8,13007,14286,2018,10,26,금
2018-10-27,O,구름 많음,11443,402.0,3096,107,7691,21561,2018,10,27,토
2018-10-28,O,눈/비,3067,118.0,383,29,0,4916,2018,10,28,일
2018-10-29,X,구름 많음,1405,39.0,106,11,690,3342,2018,10,29,월
2018-10-30,X,구름 조금,1351,27.0,349,3,761,3786,2018,10,30,화
2018-10-31,X,맑음,1303,2282.0,214,48,1041,5730,2018,10,31,수
2018-11-01,X,맑음,1323,60.0,198,31,890,3923,2018,11,1,목
2018-11-02,X,맑음,2486,320.0,402,41,1250,5152,2018,11,2,금
2018-11-03,O,맑음,9817,231.0,1525,152,436,16626,2018,11,3,토
2018-11-04,O,구름 조금,10223,307.0,1595,79,195,15903,2018,11,4,일
2018-11-05,X,구름 조금,1267,12.0,63,18,30,2780,2018,11,5,월
2018-11-06,X,구름 많음,689,48.0,101,23,136,2108,2018,11,6,화
2018-11-07,X,흐림,495,3.0,60,6,226,1321,2018,11,7,수
2018-11-08,X,눈/비,106,140.0,3,4,205,576,2018,11,8,목
2018-11-09,X,구름 조금,916,525.0,286,32,880,2922,2018,11,9,금
2018-11-10,O,맑음,3376,132.0,545,87,288,6233,2018,11,10,토
2018-11-11,O,눈/비,3061,236.0,453,13,677,5204,2018,11,11,일
2018-11-12,X,맑음,981,15.0,133,27,86,2316,2018,11,12,월
2018-11-13,X,맑음,844,9.0,43,10,30,2244,2018,11,13,화
2018-11-14,X,맑음,859,75.0,36,14,50,2219,2018,11,14,수
2018-11-15,X,구름 많음,758,144.0,69,19,81,1911,2018,11,15,목
2018-11-16,X,구름 많음,674,44.0,32,11,151,1626,2018,11,16,금
2018-11-17,O,구름 많음,4052,117.0,553,51,137,6659,2018,11,17,토
2018-11-18,O,구름 많음,4023,111.0,555,30,0,6404,2018,11,18,일
2018-11-19,X,구름 조금,544,14.0,26,15,73,1383,2018,11,19,월
2018-11-20,X,맑음,480,8.0,20,27,0,1427,2018,11,20,화
2018-11-21,X,눈/비,277,32.0,6,4,151,893,2018,11,21,수
2018-11-22,X,맑음,553,25.0,3673,29,3809,4964,2018,11,22,목
2018-11-23,X,맑음,396,37.0,33,21,0,1208,2018,11,23,금
2018-11-24,O,구름 많음,625,14.0,61,20,0,1404,2018,11,24,토
2018-11-25,O,구름 조금,1996,70.0,252,50,67,3699,2018,11,25,일
2018-11-26,X,맑음,411,12.0,16,23,0,1169,2018,11,26,월
2018-11-27,X,구름 많음,223,65.0,9,8,33,923,2018,11,27,화
2018-11-28,X,구름 조금,206,23.0,12,2,32,895,2018,11,28,수
2018-11-29,X,구름 많음,7646,18.0,41,16,7527,8472,2018,11,29,목
2018-11-30,X,구름 조금,311,42.0,45,30,30,987,2018,11,30,금
2018-12-01,O,맑음,2106,35.0,299,46,28,4005,2018,12,1,토
2018-12-02,O,흐림,1851,80.0,290,26,0,3381,2018,12,2,일
2018-12-03,X,흐림,44,10.0,1,0,0,356,2018,12,3,월
2018-12-04,X,구름 많음,116,23.0,5,4,0,610,2018,12,4,화
2018-12-05,X,구름 많음,150,7.0,56,19,43,815,2018,12,5,수
2018-12-06,X,구름 많음,161,18.0,6,0,0,878,2018,12,6,목
2018-12-07,X,구름 조금,81,29.0,20,18,0,440,2018,12,7,금
2018-12-08,O,구름 조금,200,14.0,109,13,79,807,2018,12,8,토
2018-12-09,O,구름 조금,227,18.0,18,10,0,808,2018,12,9,일
2018-12-10,X,맑음,102,17.0,6,9,0,553,2018,12,10,월
2018-12-11,X,흐림,64,248.0,14,0,0,997,2018,12,11,화
2018-12-12,X,맑음,959,156.0,437,6,121,2089,2018,12,12,수
2018-12-13,X,구름 조금,82,373.0,9,5,359,854,2018,12,13,목
2018-12-14,X,맑음,80,12.0,4,7,0,456,2018,12,14,금
2018-12-15,O,구름 조금,465,66.0,63,22,0,1381,2018,12,15,토
2018-12-16,O,흐림,359,18.0,52,14,0,1134,2018,12,16,일
2018-12-17,X,맑음,148,4.0,7,15,0,656,2018,12,17,월
2018-12-18,X,구름 조금,143,24.0,10,22,0,861,2018,12,18,화
2018-12-19,X,구름 조금,173,29.0,5,0,36,809,2018,12,19,수
2018-12-20,X,구름 조금,202,55.0,12,13,0,876,2018,12,20,목
2018-12-21,X,구름 많음,162,932.0,8,1,0,1630,2018,12,21,금
2018-12-22,O,구름 조금,816,80.0,76,23,41,1982,2018,12,22,토
2018-12-23,O,맑음,1422,52.0,164,41,32,2948,2018,12,23,일
2018-12-24,X,맑음,451,18.0,30,19,0,982,2018,12,24,월
2018-12-25,O,흐림,1427,165.0,117,28,0,2402,2018,12,25,화
2018-12-26,X,구름 조금,223,10.0,17,23,0,752,2018,12,26,수
2018-12-27,X,맑음,2960,33.0,505,10,3422,3943,2018,12,27,목
2018-12-28,X,맑음,59,7.0,4,14,0,357,2018,12,28,금
2018-12-29,O,맑음,198,13.0,27,27,0,734,2018,12,29,토
2018-12-30,O,맑음,371,21.0,57,37,0,915,2018,12,30,일
2018-12-31,X,맑음,343,22.0,25,17,0,834,2018,12,31,월
2019-01-01,X,구름 조금,776,48.0,95,54,0,1524,2019,1,1,화
2019-01-02,X,맑음,147,14.0,14,11,0,634,2019,1,2,수
2019-01-03,X,맑음,153,8.0,21,16,0,777,2019,1,3,목
2019-01-04,X,구름 많음,144,14.0,23,3,0,690,2019,1,4,금
2019-01-05,O,463,621,32.0,87,16,0,1601,2019,1,5,토
2019-01-06,O,463,842,34.0,137,17,0,2057,2019,1,6,일
2019-01-07,X,463,158,8.0,47,26,0,773,2019,1,7,월
2019-01-08,X,463,125,12.0,15,5,0,804,2019,1,8,화
2019-01-09,X,구름 많음,82,10.0,8,7,0,529,2019,1,9,수
2019-01-10,X,구름 많음,159,19.0,25,16,31,839,2019,1,10,목
2019-01-11,X,463,198,26.0,24,29,0,814,2019,1,11,금
2019-01-12,O,맑음,713,42.0,84,5,30,1855,2019,1,12,토
2019-01-13,O,463,763,31.0,93,56,30,1680,2019,1,13,일
2019-01-14,X,463,93,11.0,8,5,0,433,2019,1,14,월
2019-01-15,X,463,94,11.0,14,5,0,493,2019,1,15,화
2019-01-16,X,맑음,141,11.0,17,12,0,674,2019,1,16,수
2019-01-17,X,맑음,366,18.0,160,9,301,1220,2019,1,17,목
2019-01-18,X,맑음,180,20.0,38,6,0,810,2019,1,18,금
2019-01-19,O,흐림,737,36.0,113,21,0,1738,2019,1,19,토
2019-01-20,O,맑음,970,28.0,141,14,0,2064,2019,1,20,일
2019-01-21,X,구름 조금,147,24.0,43,6,0,731,2019,1,21,월
2019-01-22,X,구름 조금,257,17.0,26,4,38,988,2019,1,22,화
2019-01-23,X,맑음,172,11.0,30,11,0,756,2019,1,23,수
2019-01-24,X,구름 조금,231,12.0,47,4,0,1010,2019,1,24,목
2019-01-25,X,463,198,25.0,33,16,0,882,2019,1,25,금
2019-01-26,O,463,736,35.0,114,11,73,2023,2019,1,26,토
2019-01-27,O,463,1197,42.0,161,32,0,2391,2019,1,27,일
2019-01-28,X,463,191,12.0,20,7,0,703,2019,1,28,월
2019-01-29,X,구름 조금,267,20.0,26,22,0,938,2019,1,29,화
2019-01-30,X,구름 많음,173,24.0,18,10,0,716,2019,1,30,수
2019-01-31,X,구름 많음,888,29.0,172,11,934,1624,2019,1,31,목
2019-02-01,X,맑음,137,15.0,16,15,0,626,2019,2,1,금
2019-02-02,O,구름 많음,678,24.0,78,30,32,1630,2019,2,2,토
2019-02-03,O,눈/비,129,6.0,13,1,30,405,2019,2,3,일
2019-02-04,O,463,1631,59.0,193,78,0,2550,2019,2,4,월
2019-02-05,O,463,2619,101.0,344,200,30,3855,2019,2,5,화
2019-02-06,O,463,2057,98.0,298,83,0,4046,2019,2,6,수
2019-02-07,X,구름 조금,338,13.0,82,9,0,996,2019,2,7,목
2019-02-08,X,463,143,203.0,49,11,192,771,2019,2,8,금
2019-02-09,O,맑음,745,40.0,125,21,63,1771,2019,2,9,토
2019-02-10,O,구름 많음,702,54.0,93,44,0,1652,2019,2,10,일
2019-02-11,X,맑음,183,18.0,30,9,0,732,2019,2,11,월
2019-02-12,X,구름 조금,221,23.0,26,30,0,1041,2019,2,12,화
2019-02-13,X,맑음,199,22.0,33,12,0,917,2019,2,13,수
2019-02-14,X,구름 많음,448,33.0,225,27,0,1290,2019,2,14,목
2019-02-15,X,흐림,109,11.0,10,1,0,587,2019,2,15,금
2019-02-16,O,맑음,810,47.0,130,22,0,1889,2019,2,16,토
2019-02-17,O,맑음,1507,44.0,237,50,0,2834,2019,2,17,일
2019-02-18,X,463,394,42.0,84,34,0,1084,2019,2,18,월
2019-02-19,X,463,80,10.0,16,6,0,514,2019,2,19,화
2019-02-20,X,463,194,27.0,29,9,0,832,2019,2,20,수
2019-02-21,X,맑음,288,33.0,53,10,0,998,2019,2,21,목
2019-02-22,X,구름 많음,302,35.0,36,9,0,1005,2019,2,22,금
2019-02-23,O,맑음,2259,88.0,291,26,2,4086,2019,2,23,토
2019-02-24,O,463,4393,165.0,703,118,0,7466,2019,2,24,일
2019-02-25,X,463,580,46.0,124,29,35,1428,2019,2,25,월
2019-02-26,X,463,1002,67.0,204,14,0,2285,2019,2,26,화
2019-02-27,X,구름 많음,1283,63.0,370,23,529,2595,2019,2,27,수
2019-02-28,X,구름 조금,919,81.0,210,2,0,2135,2019,2,28,목
2019-03-01,O,463,3868,206.0,656,23,107,6264,2019,3,1,금
2019-03-02,O,463,3358,156.0,550,56,0,5491,2019,3,2,토
2019-03-03,O,463,2703,135.0,322,21,0,4393,2019,3,3,일
2019-03-04,X,463,338,9.0,9,2,0,822,2019,3,4,월
2019-03-05,X,구름 많음,208,2.0,3,16,0,649,2019,3,5,화
2019-03-06,X,구름 많음,127,0.0,3,2,0,513,2019,3,6,수
2019-03-07,X,463,505,4.0,7,4,0,1196,2019,3,7,목
2019-03-08,X,463,764,2.0,26,18,0,1622,2019,3,8,금
2019-03-09,O,463,11023,157.0,1422,52,74,17833,2019,3,9,토
2019-03-10,O,463,5512,86.0,789,42,0,9254,2019,3,10,일
2019-03-11,X,463,399,8.0,13,10,0,1025,2019,3,11,월
2019-03-12,X,463,462,0.0,279,13,603,1326,2019,3,12,화
2019-03-13,X,463,347,5.0,9,1,33,1064,2019,3,13,수
2019-03-14,X,463,469,2.0,21,21,0,1351,2019,3,14,목
2019-03-15,X,눈/비,296,1.0,100,16,128,963,2019,3,15,금
2019-03-16,O,구름 많음,4774,81.0,790,68,98,8722,2019,3,16,토
2019-03-17,O,463,10313,199.0,1657,51,30,15718,2019,3,17,일
2019-03-18,X,463,1019,5.0,31,33,0,1945,2019,3,18,월
2019-03-19,X,463,939,4.0,30,3,31,2077,2019,3,19,화
2019-03-20,X,흐림,212,34.0,7,0,0,759,2019,3,20,수
2019-03-21,X,구름 많음,373,1.0,72,13,60,1144,2019,3,21,목
2019-03-22,X,맑음,634,11.0,23,36,0,1477,2019,3,22,금
2019-03-23,O,눈/비,1760,44.0,293,42,0,3562,2019,3,23,토
2019-03-24,O,맑음,8502,161.0,1376,74,35,12787,2019,3,24,일
2019-03-25,X,구름 많음,725,8.0,35,5,0,1538,2019,3,25,월
2019-03-26,X,구름 조금,739,13.0,39,31,0,1744,2019,3,26,화
2019-03-27,X,구름 많음,464,10.0,30,21,0,1117,2019,3,27,수
2019-03-28,X,구름 많음,687,46.0,28,35,108,1665,2019,3,28,목
2019-03-29,X,구름 조금,1447,120.0,77,14,188,2870,2019,3,29,금
2019-03-30,O,흐림,1326,44.0,169,29,115,2452,2019,3,30,토
2019-03-31,O,구름 조금,2563,111.0,387,53,0,4418,2019,3,31,일
