,날짜,요일,공휴일,날씨,어른,청소년,어린이,외국인,단체,총입장객수,연,월,일,매출액
807,2018-06-26,화,X,눈/비,11753,769.0,1038,5,12927,13766,2018,6,26,135600000
808,2018-06-27,수,X,구름 많음,872,15.0,57,38,72,1986,2018,6,27,9440000
809,2018-06-28,목,X,구름 많음,703,14.0,47,20,254,1969,2018,6,28,7640000
810,2018-06-29,금,X,구름 많음,1013,5884.0,175,30,6067,8100,2018,6,29,70720000
811,2018-06-30,토,O,눈/비,1709,61.0,228,41,30,3604,2018,6,30,19980000
812,2018-07-01,일,O,눈/비,98,2.0,14,4,0,411,2018,7,1,1140000
813,2018-07-02,월,X,눈/비,101,1.0,3,15,0,334,2018,7,2,1050000
814,2018-07-03,화,X,구름 많음,747,32.0,47,35,73,1777,2018,7,3,8260000
815,2018-07-04,수,X,구름 많음,620,24.0,35,47,36,1568,2018,7,4,6790000
816,2018-07-05,목,X,,494,35.0,27,53,0,1283,2018,7,5,5560000
817,2018-07-06,금,X,구름 많음,1072,58.0,91,51,132,2418,2018,7,6,12210000
818,2018-07-07,토,O,구름 많음,7308,165.0,840,68,99,11179,2018,7,7,83130000
819,2018-07-08,일,O,흐림,8061,191.0,1057,106,35,12207,2018,7,8,93090000
820,2018-07-09,월,X,눈/비,164,5.0,14,21,0,574,2018,7,9,1830000
821,2018-07-10,화,X,흐림,659,66.0,47,32,63,1614,2018,7,10,7720000
822,2018-07-11,수,X,구름 많음,589,36.0,55,35,31,1407,2018,7,11,6800000
823,2018-07-12,목,X,구름 조금,1138,38.0,489,42,925,2517,2018,7,12,16650000
824,2018-07-13,금,X,구름 많음,570,52.0,42,24,84,1356,2018,7,13,6640000
825,2018-07-14,토,O,구름 조금,2269,91.0,278,125,0,3918,2018,7,14,26380000
826,2018-07-15,일,O,구름 조금,1692,121.0,190,38,67,3031,2018,7,15,20030000
827,2018-07-16,월,X,맑음,330,7.0,27,42,0,852,2018,7,16,3640000
828,2018-07-17,화,X,맑음,309,226.0,30,40,213,1139,2018,7,17,5650000
829,2018-07-18,수,X,맑음,10322,3296.0,527,43,10866,14697,2018,7,18,141450000
830,2018-07-19,목,X,맑음,275,42.0,29,58,0,899,2018,7,19,3460000
831,2018-07-20,금,X,맑음,237,100.0,38,25,63,756,2018,7,20,3750000
832,2018-07-21,토,O,맑음,660,27.0,60,40,32,1537,2018,7,21,7470000
833,2018-07-22,일,O,구름 조금,597,37.0,56,129,0,1228,2018,7,22,6900000
834,2018-07-23,월,X,,226,463.0,37,14,0,605,2018,7,23,2950000
835,2018-07-24,화,X,,168,56.0,23,26,33,516,2018,7,24,2470000
836,2018-07-25,수,X,,187,59.0,22,12,30,651,2018,7,25,2680000
837,2018-07-26,목,X,,257,41.0,42,21,0,712,2018,7,26,3400000
838,2018-07-27,금,X,구름 많음,220,1181.0,37,52,1157,1830,2018,7,27,14380000
839,2018-07-28,토,O,눈/비,602,21.0,80,63,70,1410,2018,7,28,7030000
840,2018-07-29,일,O,구름 조금,983,46.0,128,79,0,1620,2018,7,29,11570000
841,2018-07-30,월,X,구름 많음,478,46.0,57,15,0,937,2018,7,30,5810000
842,2018-07-31,화,X,구름 조금,399,45.0,63,58,0,1320,2018,7,31,5070000
843,2018-08-01,수,X,맑음,253,30.0,34,13,0,607,2018,8,1,3190000
844,2018-08-02,목,X,구름 조금,346,39.0,39,64,0,792,2018,8,2,4240000
845,2018-08-03,금,X,구름 조금,474,22.0,28,113,0,701,2018,8,3,5240000
846,2018-08-04,토,O,구름 조금,837,35.0,103,137,0,1558,2018,8,4,9750000
847,2018-08-05,일,O,구름 많음,930,38.0,120,27,0,1690,2018,8,5,10880000
848,2018-08-06,월,X,구름 많음,399,29.0,69,37,0,815,2018,8,6,4970000
849,2018-08-07,화,X,구름 많음,329,48.0,82,54,0,816,2018,8,7,4590000
850,2018-08-08,수,X,구름 많음,288,67.0,65,33,47,720,2018,8,8,4200000
851,2018-08-09,목,X,눈/비,329,61.0,286,15,258,1072,2018,8,9,6760000
852,2018-08-10,금,X,눈/비,315,51.0,66,37,0,725,2018,8,10,4320000
853,2018-08-11,토,O,구름 조금,1212,50.0,159,57,0,2070,2018,8,11,14210000
854,2018-08-12,일,O,구름 많음,2133,95.0,181,67,710,3107,2018,8,12,24090000
855,2018-08-13,월,X,구름 많음,385,34.0,113,32,30,865,2018,8,13,5320000
856,2018-08-14,화,X,구름 많음,283,264.0,52,5,33,943,2018,8,14,5990000
857,2018-08-15,수,O,구름 많음,1006,66.0,155,36,0,1790,2018,8,15,12270000
858,2018-08-16,목,X,구름 조금,292,17.0,74,13,0,755,2018,8,16,3830000
859,2018-08-17,금,X,맑음,668,379.0,102,19,361,1690,2018,8,17,11490000
860,2018-08-18,토,O,구름 조금,4947,110.0,618,86,31,7856,2018,8,18,56750000
861,2018-08-19,일,O,구름 많음,4939,109.0,565,131,0,7320,2018,8,19,56130000
862,2018-08-20,월,X,구름 많음,657,27.0,110,30,0,1315,2018,8,20,7940000
863,2018-08-21,화,X,구름 많음,537,23.0,93,29,0,1185,2018,8,21,6530000
864,2018-08-22,수,X,구름 조금,704,15.0,301,24,432,1501,2018,8,22,10200000
865,2018-08-23,목,X,눈/비,202,2.0,23,36,0,520,2018,8,23,2270000
866,2018-08-24,금,X,눈/비,212,11.0,34,23,0,480,2018,8,24,2570000
867,2018-08-25,토,O,구름 많음,6644,114.0,830,51,37,10258,2018,8,25,75880000
868,2018-08-26,일,O,눈/비,3161,64.0,458,83,0,5426,2018,8,26,36830000
869,2018-08-27,월,X,눈/비,218,5.0,15,22,0,549,2018,8,27,2380000
870,2018-08-28,화,X,눈/비,75,5.0,6,10,61,644,2018,8,28,860000
871,2018-08-29,수,X,눈/비,3408,215.0,340,20,3713,4342,2018,8,29,39630000
872,2018-08-30,목,X,구름 많음,518,5.0,38,30,0,1066,2018,8,30,5610000
873,2018-08-31,금,X,구름 많음,1114,58.0,79,8,38,2373,2018,8,31,12510000
874,2018-09-01,토,O,구름 조금,8969,132.0,1205,86,31,15182,2018,9,1,103060000
875,2018-09-02,일,O,구름 많음,10619,177.0,1487,61,0,15541,2018,9,2,122830000
876,2018-09-03,월,X,눈/비,173,1.0,9,19,51,684,2018,9,3,1830000
877,2018-09-04,화,X,구름 조금,1013,16.0,93,21,151,2211,2018,9,4,11220000
878,2018-09-05,수,X,맑음,1308,360.0,48,45,352,2910,2018,9,5,17160000
879,2018-09-06,목,X,구름 많음,1143,10.0,68,27,140,2383,2018,9,6,12210000
880,2018-09-07,금,X,구름 조금,1469,537.0,62,45,825,3470,2018,9,7,20680000
881,2018-09-08,토,O,맑음,14447,190.0,2417,63,965,22103,2018,9,8,170540000
882,2018-09-09,일,O,구름 조금,14333,222.0,2198,150,44,23202,2018,9,9,167530000
883,2018-09-10,월,X,구름 조금,1567,450.0,216,29,662,3329,2018,9,10,22330000
884,2018-09-11,화,X,구름 많음,1443,19.0,174,29,536,3546,2018,9,11,16360000
885,2018-09-12,수,X,구름 조금,1315,5.0,350,24,500,3032,2018,9,12,16700000
886,2018-09-13,목,X,구름 많음,1366,9.0,45,42,321,3182,2018,9,13,14200000
887,2018-09-14,금,X,흐림,1189,108.0,183,49,793,3111,2018,9,14,14800000
888,2018-09-15,토,O,흐림,6047,156.0,881,18,995,10686,2018,9,15,70840000
889,2018-09-16,일,O,흐림,5751,156.0,831,41,121,9048,2018,9,16,67380000
890,2018-09-17,월,X,맑음,1593,11.0,63,38,69,3011,2018,9,17,16670000
891,2018-09-18,화,X,구름 많음,1299,12.0,428,44,654,3310,2018,9,18,17390000
892,2018-09-19,수,X,구름 많음,4747,329.0,770,32,5044,7333,2018,9,19,58460000
893,2018-09-20,목,X,흐림,449,1.0,725,8,1028,1696,2018,9,20,11750000
894,2018-09-21,금,X,흐림,296,12.0,19,6,30,741,2018,9,21,3270000
895,2018-09-22,토,O,맑음,9398,193.0,1194,120,0,14301,2018,9,22,107850000
896,2018-09-23,일,O,구름 많음,8765,201.0,1095,367,0,13065,2018,9,23,100610000
897,2018-09-24,월,O,맑음,13551,413.0,1601,15,32,19661,2018,9,24,155650000
898,2018-09-25,화,O,맑음,19727,475.0,2861,296,0,29558,2018,9,25,230630000
899,2018-09-26,수,O,구름 조금,13346,308.0,2009,109,38,21131,2018,9,26,156630000
900,2018-09-27,목,X,,2444,429.0,490,35,731,5153,2018,9,27,33630000
901,2018-09-28,금,X,,1901,158.0,1572,24,2060,5910,2018,9,28,36310000
902,2018-09-29,토,O,,13378,199.0,2015,170,256,22289,2018,9,29,155920000
903,2018-09-30,일,O,,12985,175.0,1898,83,306,19868,2018,9,30,150580000
904,2018-10-01,월,X,구름 많음,1364,20.0,134,21,593,3207,2018,10,1,15180000
905,2018-10-02,화,X,맑음,1680,138.0,210,27,1321,4863,2018,10,2,20280000
906,2018-10-03,수,O,맑음,17506,245.0,2908,164,138,27449,2018,10,3,206590000
907,2018-10-04,목,X,구름 조금,1614,17.0,229,31,883,4159,2018,10,4,18600000
908,2018-10-05,금,X,눈/비,273,444.0,218,6,914,1426,2018,10,5,9350000
909,2018-10-06,토,O,눈/비,800,24.0,89,14,55,1355,2018,10,6,9130000
910,2018-10-07,일,O,구름 조금,13477,301.0,2379,117,66,22060,2018,10,7,161570000
911,2018-10-08,월,X,구름 조금,5534,731.0,1649,53,1062,11611,2018,10,8,79140000
912,2018-10-09,화,O,구름 많음,16005,388.0,2989,30,320,27514,2018,10,9,193820000
913,2018-10-10,수,X,구름 조금,1021,542.0,189,6,1019,3384,2018,10,10,17520000
914,2018-10-11,목,X,구름 조금,1541,229.0,494,27,2031,5071,2018,10,11,22640000
915,2018-10-12,금,X,맑음,1819,2194.0,770,40,3996,8295,2018,10,12,47830000
916,2018-10-13,토,O,맑음,10338,209.0,1492,36,1106,16641,2018,10,13,120390000
917,2018-10-14,일,O,구름 많음,10960,237.0,1831,62,52,17762,2018,10,14,130280000
918,2018-10-15,월,X,맑음,3839,250.0,2016,37,4767,7580,2018,10,15,61050000
919,2018-10-16,화,X,구름 많음,1311,709.0,577,28,1588,4861,2018,10,16,25970000
920,2018-10-17,수,X,맑음,1687,222.0,845,53,1778,5903,2018,10,17,27540000
921,2018-10-18,목,X,눈/비,1799,123.0,764,23,1359,5146,2018,10,18,26860000
922,2018-10-19,금,X,,4349,2925.0,992,14,4282,11385,2018,10,19,82660000
923,2018-10-20,토,O,,14068,305.0,2285,76,2527,22515,2018,10,20,166580000
924,2018-10-21,일,O,,13338,361.0,2162,139,118,21366,2018,10,21,158610000
925,2018-10-22,월,X,,2041,128.0,96,65,331,4455,2018,10,22,22650000
926,2018-10-23,화,X,눈/비,733,214.0,403,2,692,2405,2018,10,23,13500000
927,2018-10-24,수,X,맑음,2077,32.0,584,26,1102,5240,2018,10,24,26930000
928,2018-10-25,목,X,구름 조금,2549,202.0,645,10,1475,6662,2018,10,25,33960000
929,2018-10-26,금,X,눈/비,10467,1122.0,2095,8,13007,14286,2018,10,26,136840000
930,2018-10-27,토,O,구름 많음,11443,402.0,3096,107,7691,21561,2018,10,27,149410000
931,2018-10-28,일,O,눈/비,3067,118.0,383,29,0,4916,2018,10,28,35680000
932,2018-10-29,월,X,구름 많음,1405,39.0,106,11,690,3342,2018,10,29,15500000
933,2018-10-30,화,X,구름 조금,1351,27.0,349,3,761,3786,2018,10,30,17270000
934,2018-10-31,수,X,맑음,1303,2282.0,214,48,1041,5730,2018,10,31,37990000
935,2018-11-01,목,X,맑음,1323,60.0,198,31,890,3923,2018,11,1,15810000
936,2018-11-02,금,X,맑음,2486,320.0,402,41,1250,5152,2018,11,2,32080000
937,2018-11-03,토,O,맑음,9817,231.0,1525,152,436,16626,2018,11,3,115730000
938,2018-11-04,일,O,구름 조금,10223,307.0,1595,79,195,15903,2018,11,4,121250000
939,2018-11-05,월,X,구름 조금,1267,12.0,63,18,30,2780,2018,11,5,13420000
940,2018-11-06,화,X,구름 많음,689,48.0,101,23,136,2108,2018,11,6,8380000
941,2018-11-07,수,X,흐림,495,3.0,60,6,226,1321,2018,11,7,5580000
942,2018-11-08,목,X,눈/비,106,140.0,3,4,205,576,2018,11,8,2490000
943,2018-11-09,금,X,구름 조금,916,525.0,286,32,880,2922,2018,11,9,17270000
944,2018-11-10,토,O,맑음,3376,132.0,545,87,288,6233,2018,11,10,40530000
945,2018-11-11,일,O,눈/비,3061,236.0,453,13,677,5204,2018,11,11,37500000
946,2018-11-12,월,X,맑음,981,15.0,133,27,86,2316,2018,11,12,11290000
947,2018-11-13,화,X,맑음,844,9.0,43,10,30,2244,2018,11,13,8960000
948,2018-11-14,수,X,맑음,859,75.0,36,14,50,2219,2018,11,14,9700000
949,2018-11-15,목,X,구름 많음,758,144.0,69,19,81,1911,2018,11,15,9710000
950,2018-11-16,금,X,구름 많음,674,44.0,32,11,151,1626,2018,11,16,7500000
951,2018-11-17,토,O,구름 많음,4052,117.0,553,51,137,6659,2018,11,17,47220000
952,2018-11-18,일,O,구름 많음,4023,111.0,555,30,0,6404,2018,11,18,46890000
953,2018-11-19,월,X,구름 조금,544,14.0,26,15,73,1383,2018,11,19,5840000
954,2018-11-20,화,X,맑음,480,8.0,20,27,0,1427,2018,11,20,5080000
955,2018-11-21,수,X,눈/비,277,32.0,6,4,151,893,2018,11,21,3150000
956,2018-11-22,목,X,맑음,553,25.0,3673,29,3809,4964,2018,11,22,42510000
957,2018-11-23,금,X,맑음,396,37.0,33,21,0,1208,2018,11,23,4660000
958,2018-11-24,토,O,구름 많음,625,14.0,61,20,0,1404,2018,11,24,7000000
959,2018-11-25,일,O,구름 조금,1996,70.0,252,50,67,3699,2018,11,25,23180000
960,2018-11-26,월,X,,411,12.0,16,23,0,1169,2018,11,26,4390000
961,2018-11-27,화,X,구름 많음,223,65.0,9,8,33,923,2018,11,27,2970000
962,2018-11-28,수,X,구름 조금,206,23.0,12,2,32,895,2018,11,28,2410000
963,2018-11-29,목,X,구름 많음,7646,18.0,41,16,7527,8472,2018,11,29,77050000
964,2018-11-30,금,X,구름 조금,311,42.0,45,30,30,987,2018,11,30,3980000
965,2018-12-01,토,O,맑음,2106,35.0,299,46,28,4005,2018,12,1,24400000
966,2018-12-02,일,O,흐림,1851,80.0,290,26,0,3381,2018,12,2,22210000
967,2018-12-03,월,X,흐림,44,10.0,1,0,0,356,2018,12,3,550000
968,2018-12-04,화,X,구름 많음,116,23.0,5,4,0,610,2018,12,4,1440000
969,2018-12-05,수,X,구름 많음,150,7.0,56,19,43,815,2018,12,5,2130000
970,2018-12-06,목,X,구름 많음,161,18.0,6,0,0,878,2018,12,6,1850000
971,2018-12-07,금,X,구름 조금,81,29.0,20,18,0,440,2018,12,7,1300000
972,2018-12-08,토,O,구름 조금,200,14.0,109,13,79,807,2018,12,8,3230000
973,2018-12-09,일,O,구름 조금,227,18.0,18,10,0,808,2018,12,9,2630000
974,2018-12-10,월,X,맑음,102,17.0,6,9,0,553,2018,12,10,1250000
975,2018-12-11,화,X,흐림,64,248.0,14,0,0,997,2018,12,11,3260000
976,2018-12-12,수,X,맑음,959,156.0,437,6,121,2089,2018,12,12,15520000
977,2018-12-13,목,X,구름 조금,82,373.0,9,5,359,854,2018,12,13,4640000
978,2018-12-14,금,X,맑음,80,12.0,4,7,0,456,2018,12,14,960000
979,2018-12-15,토,O,구름 조금,465,66.0,63,22,0,1381,2018,12,15,5940000
980,2018-12-16,일,O,흐림,359,18.0,52,14,0,1134,2018,12,16,4290000
981,2018-12-17,월,X,맑음,148,4.0,7,15,0,656,2018,12,17,1590000
982,2018-12-18,화,X,구름 조금,143,24.0,10,22,0,861,2018,12,18,1770000
983,2018-12-19,수,X,구름 조금,173,29.0,5,0,36,809,2018,12,19,2070000
984,2018-12-20,목,X,구름 조금,202,55.0,12,13,0,876,2018,12,20,2690000
985,2018-12-21,금,X,구름 많음,162,932.0,8,1,0,1630,2018,12,21,11020000
986,2018-12-22,토,O,구름 조금,816,80.0,76,23,41,1982,2018,12,22,9720000
987,2018-12-23,일,O,맑음,1422,52.0,164,41,32,2948,2018,12,23,16380000
988,2018-12-24,월,X,맑음,451,18.0,30,19,0,982,2018,12,24,4990000
989,2018-12-25,화,O,흐림,1427,165.0,117,28,0,2402,2018,12,25,17090000
990,2018-12-26,수,X,구름 조금,223,10.0,17,23,0,752,2018,12,26,2500000
991,2018-12-27,목,X,맑음,2960,33.0,505,10,3422,3943,2018,12,27,34980000
992,2018-12-28,금,X,맑음,59,7.0,4,14,0,357,2018,12,28,700000
993,2018-12-29,토,O,맑음,198,13.0,27,27,0,734,2018,12,29,2380000
994,2018-12-30,일,O,맑음,371,21.0,57,37,0,915,2018,12,30,4490000
995,2018-12-31,월,X,맑음,343,22.0,25,17,0,834,2018,12,31,3900000
996,2019-01-01,화,X,구름 조금,776,48.0,95,54,0,1524,2019,1,1,9190000
997,2019-01-02,수,X,맑음,147,14.0,14,11,0,634,2019,1,2,1750000
998,2019-01-03,목,X,맑음,153,8.0,21,16,0,777,2019,1,3,1820000
999,2019-01-04,금,X,구름 많음,144,14.0,23,3,0,690,2019,1,4,1810000
1000,2019-01-05,토,O,,621,32.0,87,16,0,1601,2019,1,5,7400000
1001,2019-01-06,일,O,,842,34.0,137,17,0,2057,2019,1,6,10130000
1002,2019-01-07,월,X,,158,8.0,47,26,0,773,2019,1,7,2130000
1003,2019-01-08,화,X,,125,12.0,15,5,0,804,2019,1,8,1520000
1004,2019-01-09,수,X,구름 많음,82,10.0,8,7,0,529,2019,1,9,1000000
1005,2019-01-10,목,X,구름 많음,159,19.0,25,16,31,839,2019,1,10,2030000
1006,2019-01-11,금,X,,198,26.0,24,29,0,814,2019,1,11,2480000
1007,2019-01-12,토,O,맑음,713,42.0,84,5,30,1855,2019,1,12,8390000
1008,2019-01-13,일,O,,763,31.0,93,56,30,1680,2019,1,13,8870000
1009,2019-01-14,월,X,,93,11.0,8,5,0,433,2019,1,14,1120000
1010,2019-01-15,화,X,,94,11.0,14,5,0,493,2019,1,15,1190000
1011,2019-01-16,수,X,맑음,141,11.0,17,12,0,674,2019,1,16,1690000
1012,2019-01-17,목,X,맑음,366,18.0,160,9,301,1220,2019,1,17,5440000
1013,2019-01-18,금,X,맑음,180,20.0,38,6,0,810,2019,1,18,2380000
1014,2019-01-19,토,O,흐림,737,36.0,113,21,0,1738,2019,1,19,8860000
1015,2019-01-20,일,O,맑음,970,28.0,141,14,0,2064,2019,1,20,11390000
1016,2019-01-21,월,X,구름 조금,147,24.0,43,6,0,731,2019,1,21,2140000
1017,2019-01-22,화,X,구름 조금,257,17.0,26,4,38,988,2019,1,22,3000000
1018,2019-01-23,수,X,맑음,172,11.0,30,11,0,756,2019,1,23,2130000
1019,2019-01-24,목,X,구름 조금,231,12.0,47,4,0,1010,2019,1,24,2900000
1020,2019-01-25,금,X,,198,25.0,33,16,0,882,2019,1,25,2560000
1021,2019-01-26,토,O,,736,35.0,114,11,73,2023,2019,1,26,8850000
1022,2019-01-27,일,O,,1197,42.0,161,32,0,2391,2019,1,27,14000000
1023,2019-01-28,월,X,,191,12.0,20,7,0,703,2019,1,28,2230000
1024,2019-01-29,화,X,구름 조금,267,20.0,26,22,0,938,2019,1,29,3130000
1025,2019-01-30,수,X,구름 많음,173,24.0,18,10,0,716,2019,1,30,2150000
1026,2019-01-31,목,X,구름 많음,888,29.0,172,11,934,1624,2019,1,31,10890000
1027,2019-02-01,금,X,맑음,137,15.0,16,15,0,626,2019,2,1,1680000
1028,2019-02-02,토,O,구름 많음,678,24.0,78,30,32,1630,2019,2,2,7800000
1029,2019-02-03,일,O,눈/비,129,6.0,13,1,30,405,2019,2,3,1480000
1030,2019-02-04,월,O,,1631,59.0,193,78,0,2550,2019,2,4,18830000
1031,2019-02-05,화,O,,2619,101.0,344,200,30,3855,2019,2,5,30640000
1032,2019-02-06,수,O,,2057,98.0,298,83,0,4046,2019,2,6,24530000
1033,2019-02-07,목,X,구름 조금,338,13.0,82,9,0,996,2019,2,7,4330000
1034,2019-02-08,금,X,,143,203.0,49,11,192,771,2019,2,8,3950000
1035,2019-02-09,토,O,맑음,745,40.0,125,21,63,1771,2019,2,9,9100000
1036,2019-02-10,일,O,구름 많음,702,54.0,93,44,0,1652,2019,2,10,8490000
1037,2019-02-11,월,X,맑음,183,18.0,30,9,0,732,2019,2,11,2310000
1038,2019-02-12,화,X,구름 조금,221,23.0,26,30,0,1041,2019,2,12,2700000
1039,2019-02-13,수,X,맑음,199,22.0,33,12,0,917,2019,2,13,2540000
1040,2019-02-14,목,X,구름 많음,448,33.0,225,27,0,1290,2019,2,14,7060000
1041,2019-02-15,금,X,흐림,109,11.0,10,1,0,587,2019,2,15,1300000
1042,2019-02-16,토,O,맑음,810,47.0,130,22,0,1889,2019,2,16,9870000
1043,2019-02-17,일,O,맑음,1507,44.0,237,50,0,2834,2019,2,17,17880000
1044,2019-02-18,월,X,,394,42.0,84,34,0,1084,2019,2,18,5200000
1045,2019-02-19,화,X,,80,10.0,16,6,0,514,2019,2,19,1060000
1046,2019-02-20,수,X,,194,27.0,29,9,0,832,2019,2,20,2500000
1047,2019-02-21,목,X,맑음,288,33.0,53,10,0,998,2019,2,21,3740000
1048,2019-02-22,금,X,구름 많음,302,35.0,36,9,0,1005,2019,2,22,3730000
1049,2019-02-23,토,O,맑음,2259,88.0,291,26,2,4086,2019,2,23,26380000
1050,2019-02-24,일,O,,4393,165.0,703,118,0,7466,2019,2,24,52610000
1051,2019-02-25,월,X,,580,46.0,124,29,35,1428,2019,2,25,7500000
1052,2019-02-26,화,X,,1002,67.0,204,14,0,2285,2019,2,26,12730000
1053,2019-02-27,수,X,구름 많음,1283,63.0,370,23,529,2595,2019,2,27,17160000
1054,2019-02-28,목,X,구름 조금,919,81.0,210,2,0,2135,2019,2,28,12100000
1055,2019-03-01,금,O,,3868,206.0,656,23,107,6264,2019,3,1,47300000
1056,2019-03-02,토,O,,3358,156.0,550,56,0,5491,2019,3,2,40640000
1057,2019-03-03,일,O,,2703,135.0,322,21,0,4393,2019,3,3,31600000
1058,2019-03-04,월,X,,338,9.0,9,2,0,822,2019,3,4,3560000
1059,2019-03-05,화,X,구름 많음,208,2.0,3,16,0,649,2019,3,5,2130000
1060,2019-03-06,수,X,구름 많음,127,0.0,3,2,0,513,2019,3,6,1300000
1061,2019-03-07,목,X,,505,4.0,7,4,0,1196,2019,3,7,5160000
1062,2019-03-08,금,X,,764,2.0,26,18,0,1622,2019,3,8,7920000
1063,2019-03-09,토,O,,11023,157.0,1422,52,74,17833,2019,3,9,126020000
1064,2019-03-10,일,O,,5512,86.0,789,42,0,9254,2019,3,10,63870000
1065,2019-03-11,월,X,,399,8.0,13,10,0,1025,2019,3,11,4200000
1066,2019-03-12,화,X,,462,0.0,279,13,603,1326,2019,3,12,7410000
1067,2019-03-13,수,X,,347,5.0,9,1,33,1064,2019,3,13,3610000
1068,2019-03-14,목,X,,469,2.0,21,21,0,1351,2019,3,14,4920000
1069,2019-03-15,금,X,눈/비,296,1.0,100,16,128,963,2019,3,15,3970000
1070,2019-03-16,토,O,구름 많음,4774,81.0,790,68,98,8722,2019,3,16,56450000
1071,2019-03-17,일,O,,10313,199.0,1657,51,30,15718,2019,3,17,121690000
1072,2019-03-18,월,X,,1019,5.0,31,33,0,1945,2019,3,18,10550000
1073,2019-03-19,화,X,,939,4.0,30,3,31,2077,2019,3,19,9730000
1074,2019-03-20,수,X,흐림,212,34.0,7,0,0,759,2019,3,20,2530000
1075,2019-03-21,목,X,구름 많음,373,1.0,72,13,60,1144,2019,3,21,4460000
1076,2019-03-22,금,X,맑음,634,11.0,23,36,0,1477,2019,3,22,6680000
1077,2019-03-23,토,O,눈/비,1760,44.0,293,42,0,3562,2019,3,23,20970000
1078,2019-03-24,일,O,맑음,8502,161.0,1376,74,35,12787,2019,3,24,100390000
1079,2019-03-25,월,X,구름 많음,725,8.0,35,5,0,1538,2019,3,25,7680000
1080,2019-03-26,화,X,구름 조금,739,13.0,39,31,0,1744,2019,3,26,7910000
1081,2019-03-27,수,X,구름 많음,464,10.0,30,21,0,1117,2019,3,27,5040000
1082,2019-03-28,목,X,구름 많음,687,46.0,28,35,108,1665,2019,3,28,7610000
1083,2019-03-29,금,X,구름 조금,1447,120.0,77,14,188,2870,2019,3,29,16440000
1084,2019-03-30,토,O,흐림,1326,44.0,169,29,115,2452,2019,3,30,15390000
1085,2019-03-31,일,O,구름 조금,2563,111.0,387,53,0,4418,2019,3,31,30610000
